symbol,exchange,firstTradeDateEpochUtc,gmtOffSetMilliseconds,longName,maxAge,messageBoardId,quoteType,shortName,symbol,timeZoneFullName,timeZoneShortName,underlyingSymbol,uuid
BNE.MU,MUN,2003-09-10 06:00:00,3600000,Burcon NutraScience Corp,1,,EQUITY,BURCON NUTRASCIENCE CORP.,BNE.MU,Europe/Berlin,CET,BNE.MU,a98d8a68-bd8f-3abb-b82f-46031f6c9a6f
BNPP-60BE4.MX,MEX,2018-01-02 14:30:00,-21600000,"BNPP 5, S.A. de C.V. F.I.I.D.",1,finmb_415281340,MUTUALFUND,"BNPP 5, S.A. de C.V. F.I.I.D. B",BNPP-60BE4.MX,America/Mexico_City,CST,BNPP-60BE4.MX,1b25f394-01a6-3bac-9a98-d8b4182c15b1
BNTAS.IS,IST,2015-05-18 06:30:00,7200000,Bantas Bandirma Ambalaj Sanayi ve Ticaret A.S.,1,finmb_297115724,EQUITY,BANTAS AMBALAJ,BNTAS.IS,Europe/Istanbul,TRT,BNTAS.IS,33071ab8-ebe3-39cc-8c57-dc62f2c6e3ef
BPM.SG,STU,2007-12-31 07:00:00,3600000,Banco BPM SpA,1,finmb_6243836,EQUITY,Banco BPM S.p.A.,BPM.SG,Europe/Berlin,CET,BPM.SG,1a89a8cb-c320-3481-a4af-bd6b23ce40f1
BRTG.L,LSE,,0,,1,finmb_INDEXBRTG.L,ETF,UBS AG UBS ETC (CMCI BRENT) GBP,BRTG.L,Europe/London,GMT,BRTG.L,
BSCCX,NAS,2012-02-01 14:30:00,-18000000,Sterling Capital South Carolina Intermediate Tax-Free Fund C Shares,1,finmb_54882075,MUTUALFUND,Sterling Capital South Carolina,BSCCX,America/New_York,EST,BSCCX,18b3e8e8-8b3e-34dc-b27c-5209e3909e0d
BSUS.L,LSE,2018-10-08 07:00:00,0,UBS (Lux) Fund Solutions – Bloomberg MSCI US Liquid Corporates Sustainable UCITS ETF,1,finmb_290548857,ETF,UBS (LUX) FUND SOLUTIONS UBS ET,BSUS.L,Europe/London,GMT,BSUS.L,ec157eff-26f2-37a2-bc68-e950a789826d
BUKS,PNK,1994-02-24 14:30:00,-18000000,Butler National Corporation,1,finmb_256765,EQUITY,BUTLER NATIONAL CORP,BUKS,America/New_York,EST,BUKS,75069c70-0be8-3327-9685-aa984195cb3a
BUL,PCX,2019-05-06 13:30:00,-18000000,Pacer US Cash Cows Growth ETF,1,finmb_598698512,ETF,Pacer US Cash Cows Growth ETF,BUL,America/New_York,EST,BUL,b9f22f0e-03ad-3f57-9a2b-9117a43df60b
BWJ1.DU,DUS,,3600000,,1,,EQUITY,BOLIDEN AB,BWJ1.DU,Europe/Berlin,CET,BWJ1.DU,
BYSIX,NAS,,-18000000,BNY Mellon Short Term Income Fund Class I,1,finmb_58581204,MUTUALFUND,,BYSIX,America/New_York,EST,BYSIX,f5a8be38-bf97-3251-af01-9ca989190208
C2I0.F,FRA,2021-03-04 07:00:00,3600000,Wealthking Investments Limited,1,finmb_7687876,EQUITY,"WEALTHKING INV.  HD-,10",C2I0.F,Europe/Berlin,CET,C2I0.F,f5fe227a-8079-3943-aad0-78a0f7a8beb7
C2X.HA,HAN,2020-09-24 06:00:00,3600000,China Literature Ltd,1,,EQUITY,"CHINA LITERAT.  HD-,00002",C2X.HA,Europe/Berlin,CET,C2X.HA,cf187678-ddcc-30ab-bc4e-1730c856c7cc
C67.F,FRA,2011-05-16 06:00:00,3600000,"Cboe Global Markets, Inc.",1,finmb_32624297,EQUITY,"CBOE GLOB.MKTS INC.DL-,01",C67.F,Europe/Berlin,CET,C67.F,3a508bbc-de7f-33ec-8799-e755ec0d29a0
CA13051DT1.DU,DUS,,3600000,,1,,EQUITY,,CA13051DT1.DU,Europe/Berlin,CET,CA13051DT1.DU,
CA459058JD64.SG,STU,,3600000,,1,,EQUITY,,CA459058JD64.SG,Europe/Berlin,CET,CA459058JD64.SG,
CA563469UR4.MU,MUN,,3600000,,1,,EQUITY,,CA563469UR4.MU,Europe/Berlin,CET,CA563469UR4.MU,
CA780086VV3.DU,DUS,,3600000,,1,,EQUITY,,CA780086VV3.DU,Europe/Berlin,CET,CA780086VV3.DU,
CA9411881043.SG,STU,,3600000,,1,,EQUITY,Water Ways Technologies Inc.,CA9411881043.SG,Europe/Berlin,CET,CA9411881043.SG,
CAC.PA,PAR,2008-01-02 08:00:00,3600000,Lyxor CAC 40 (DR) UCITS ETF,1,finmb_28442187,ETF,Lyxor CAC 40 (DR) UCITS ETF - D,CAC.PA,Europe/Paris,CET,CAC.PA,00c1960c-4370-38d2-9dfd-917b19d5a721
CADARS=X,CCY,2007-05-28 23:00:00,0,CAD/ARS,1,finmb_CADARS_X,CURRENCY,CAD/ARS,CADARS=X,Europe/London,GMT,CADARS=X,fd2279c1-e378-39e0-92a4-e7ceb1b427d6
CAEAX,NAS,2011-08-18 13:30:00,-18000000,Columbia Acorn European Fund Class A,1,finmb_139599669,MUTUALFUND,Columbia Acorn European Fd Cl A,CAEAX,America/New_York,EST,CAEAX,f9015672-3ed0-3d67-8eb2-75987a139915
CAMAX,NAS,2007-09-04 13:30:00,-18000000,Cambiar Aggressive Value Fund Investor Class Shares,1,finmb_47832974,MUTUALFUND,Cambiar Global Ultra Focus Fund,CAMAX,America/New_York,EST,CAMAX,19337b86-bef6-3f9a-b866-54785db4c9ad
CAML.AQ,AQS,2014-10-14 07:00:00,0,Central Asia Metals PLC,1,,EQUITY,CENTRAL ASIA METAL,CAML.AQ,Europe/London,GMT,CAML.AQ,b5cbc992-019c-31ef-ba57-f1a6071bdbfd
CAP.SN,SGO,2000-01-03 12:30:00,-10800000,CAP S.A.,1,finmb_877871,EQUITY,CAP SA,CAP.SN,America/Santiago,CLT,CAP.SN,1b7edda8-8311-35f9-a736-2c383ccefae7
CBPSCX,NAS,2020-10-01 13:30:00,-18000000,WTC-CIF II Core Bond Plus (Series 3),1,finmb_206982778,MUTUALFUND,WTC-CIF II Core Bond Plus (Seri,CBPSCX,America/New_York,EST,CBPSCX,74d9d0b2-0a28-3c1c-a5bb-e8897f9a1ebb
CCWOF,PNK,2021-01-08 14:30:00,-18000000,Canada Silver Cobalt Works Inc.,1,finmb_47654352,EQUITY,CANADA SILVER COBALT WORKS INC,CCWOF,America/New_York,EST,CCWOF,ee7c032c-bb6d-3f86-b866-a0d1ce9669c9
CDAY.DE,GER,,3600000,I.I.EO H.C.B.E. SF H.A.EO,1,,INDEX,I.I.EO H.C.B.E. SF H.A.EO,CDAY.DE,Europe/Berlin,CET,CDAY.DE,57c6e56c-ab16-3ea7-abdc-643c946c9df3
CDM1.DE,GER,2007-12-28 08:00:00,3600000,"Coeur Mining, Inc.",1,finmb_262033,EQUITY,"COEUR MINING DL -,01",CDM1.DE,Europe/Berlin,CET,CDM1.DE,f23c04af-7cda-3570-99ce-54c20a79b818
CDPYF,PNK,2005-11-15 14:30:00,-18000000,Canadian Apartment Properties Real Estate Investment Trust,1,finmb_881486,EQUITY,CANADIAN APARTMENT PROPERTIES R,CDPYF,America/New_York,EST,CDPYF,6fba34f9-b001-31f0-aabc-3d907cb93863
CELEBRITY.NS,NSI,2006-01-12 03:45:00,19800000,Celebrity Fashions Limited,1,finmb_23740319,EQUITY,CELEBRITY FASHIONS,CELEBRITY.NS,Asia/Kolkata,IST,CELEBRITY.NS,bda4e9fe-6344-3715-a0cc-3f746ef1a80a
CEMGX,NAS,2012-08-31 13:30:00,-18000000,Cullen Emerging Markets High Dividend Fund,1,finmb_214762569,MUTUALFUND,Cullen Emerging Markets High Di,CEMGX,America/New_York,EST,CEMGX,c062e118-fa65-32f4-b3c3-2c639f8f90e7
CESGP.PA,PAR,,3600000,CAC 40 ESG,1,,INDEX,CAC 40 ESG,CESGP.PA,Europe/Paris,CET,CESGP.PA,f162ed00-4f13-36cd-85e9-db8207401541
CFPC.MU,MUN,,3600000,,1,ETF,DNB-FUT.WAV.A,CFPC.MU,Europe/Berlin,CET,CFPC.MU,
CGOAX,NAS,2005-11-01 14:30:00,-18000000,Columbia Small Cap Growth Fund,1,MUTUALFUND,"Columbia Fds Srs Tr  I, Small C",CGOAX,America/New_York,EST,CGOAX,6bbe7650-3cb0-39f7-ae34-047523d65e20
CH1A.BE,BER,2005-12-23 07:00:00,3600000,C.H. Robinson Worldwide Inc,1,,EQUITY,C.H. ROB. WORLDWIDE NEW,CH1A.BE,Europe/Berlin,CET,CH1A.BE,b11ab33b-04a8-339a-b19d-faf172d7e1c6
CH27680147.DU,DUS,,3600000,,1,,EQUITY,,CH27680147.DU,Europe/Berlin,CET,CH27680147.DU,
CH29929728.DU,DUS,,3600000,,1,EQUITY,,CH29929728.DU,Europe/Berlin,CET,CH29929728.DU,
CHFCRC=X,CCY,2016-08-17 23:00:00,0,,1,CURRENCY,CHF/CRC,CHFCRC=X,Europe/London,GMT,CHFCRC=X,6b0001a0-11fa-3a23-b6bc-48a67bc0924c
CINF34.SA,SAO,2019-07-11 13:00:00,-10800000,Cincinnati Financial Corporation,1,EQUITY,CINCINNATI  DRN,CINF34.SA,America/Sao_Paulo,BRT,CINF34.SA,6b5cf54f-038c-3c7b-bf96-715869db9a3f
CITYONLINE.BO,BSE,2014-09-30 03:45:00,19800000,City Online Services Limited,1,EQUITY,City Online Services Limited,CITYONLINE.BO,Asia/Kolkata,IST,CITYONLINE.BO,f6f543c9-7835-35ab-b535-65f4d407fb1e
CKHUF,PNK,2009-09-08 13:30:00,-18000000,CK Hutchison Holdings Limited,1,EQUITY,CK HUTCHISON HOLDINGS LIMITED,CKHUF,America/New_York,EST,CKHUF,5f6d42d3-0c62-3b55-89b0-d136fc74d1fb
CLLKF,PNK,2017-11-15 14:30:00,-18000000,BICO Group AB (publ),1,EQUITY,BICO GROUP AB,CLLKF,America/New_York,EST,CLLKF,03cd475a-281d-3ca1-aa86-b979494bb2a2
CLPAX,NAS,2014-01-03 14:30:00,-18000000,Catalyst Nasdaq-100 Hedged Equity Fund,1,MUTUALFUND,EAVOL NASDAQ-100 Volatility Ove,CLPAX,America/New_York,EST,CLPAX,cb1d299b-3889-324b-822a-f1f013bb3b5d
CLY.BE,BER,2000-01-03 07:00:00,3600000,,1,EQUITY,"TOPGOLF CALLAWAY B.DL-,01",CLY.BE,Europe/Berlin,CET,CLY.BE,00183e1b-753f-3f20-904b-16cad478a54e
CMVYX,NAS,2009-07-15 13:30:00,-18000000,Columbia Select Mid Cap Value Fund Institutional 3 Class,1,MUTUALFUND,Columbia Select Mid Cap Value F,CMVYX,America/New_York,EST,CMVYX,42858153-eee8-3723-b595-6bfdeabdbb8b
CN9.F,FRA,2020-11-13 07:00:00,3600000,Connexion Telematics Ltd,1,EQUITY,CONNEXION TELEMATICS LTD.,CN9.F,Europe/Berlin,CET,CN9.F,0184b845-5a1e-3f91-a860-5b1ec65b09b8
CNU.NZ,NZE,2011-11-22 21:00:00,46800000,Chorus Limited,1,EQUITY,Chorus Limited (NS) Ordinary Sh,CNU.NZ,Pacific/Auckland,NZDT,CNU.NZ,fdebb73e-4f03-357a-8e53-aff6eb501f5e
CORALFINAC.BO,BSE,2002-02-20 03:45:00,19800000,Coral India Finance and Housing Limited,1,EQUITY,CORAL INDIA FINANCE & HOUSING,CORALFINAC.BO,Asia/Kolkata,IST,CORALFINAC.BO,5bd561ee-e998-3a70-a1fc-9b7385f489f3
CQB.F,FRA,2018-07-18 06:00:00,3600000,Breedon Group plc,1,EQUITY,BREEDON GROUP PLC,CQB.F,Europe/Berlin,CET,CQB.F,fb8c6e08-1355-3ad6-861f-c09adcac4a36
CS1.BE,BER,2022-01-21 07:00:00,3600000,,1,EQUITY,"CHESAPEAKE ENERGY  DL-,01",CS1.BE,Europe/Berlin,CET,CS1.BE,d9cff2a4-0db0-3e08-b458-2926607e9191
CSUA.BE,BER,2007-05-10 06:00:00,3600000,,1,EQUITY,"CORBION N.V. NAM.  EO-,25",CSUA.BE,Europe/Berlin,CET,CSUA.BE,5a43b9bb-c8c5-3b54-be15-704670bb2cae
CSUK.MI,MIL,2010-01-12 08:00:00,3600000,iShares VII PLC - iShares MSCI UK UCITS ETF GBP (Acc),1,ETF,ISHARES MSCI UK UCITS ETF ACC,CSUK.MI,Europe/Rome,CET,CSUK.MI,9c49b0c0-4222-30dd-ab2d-f34af71e324a
CSY1.DE,GER,,3600000,Credit Suisse Index Fund (IE) ETF ICAV - CSIF (IE) MSCI USA Blue UCITS ETF B USD,1,ETF,CSIFIEETF-MS.USA BLUE BDL,CSY1.DE,Europe/Berlin,CET,CSY1.DE,b9a897d4-b4a1-3d30-a826-e33407302ca6
CTSOX,NAS,2019-05-31 13:30:00,-18000000,Calamos Timpani Small Cap Growth Fund Class R6,1,MUTUALFUND,Calamos Timpani Small Cap Growt,CTSOX,America/New_York,EST,CTSOX,5af9395c-81ca-3369-b3f3-a086a02089d7
CUSYX,NAS,2012-11-09 14:30:00,-18000000,Columbia Acorn USA Fund,1,MUTUALFUND,Columbia Acorn USA Class I3,CUSYX,America/New_York,EST,CUSYX,c124d5a8-1889-35f4-bca1-3c6859382906
CV2C.Z,ZRH,,3600000,,1,INDEX,IS.INV.LE.-3X TSLA NR DL,CV2C.Z,Europe/Zurich,CET,CV2C.Z,
CYD.BE,BER,2000-01-03 07:00:00,3600000,,1,EQUITY,"CHINA YUCHAI INTL  DL-,01",CYD.BE,Europe/Berlin,CET,CYD.BE,1a62da1b-a0cb-3bfa-a86d-4a29b9f100e9
D3KC.HM,HAM,1997-01-31 07:00:00,3600000,,1,ETF,DEKA-IMMOBILIENEUROPA,D3KC.HM,Europe/Berlin,CET,D3KC.HM,9ab2e467-212f-3a3c-a5d3-979c404718e5
D5X3.BE,BER,,3600000,,1,ETF,MACQ.GBL M.ASS.STA.DIV. T,D5X3.BE,Europe/Berlin,CET,D5X3.BE,
D6H.DE,GER,2006-09-14 07:00:00,3600000,DATAGROUP SE,1,EQUITY,DATAGROUP SE  INH. O.N.,D6H.DE,Europe/Berlin,CET,D6H.DE,42eaba25-2f71-3dd0-8a32-cbb25db295b7
D8A7.DE,GER,,3600000,,1,INDEX,INAV DBXT DB HDG.F.I.EUR,D8A7.DE,Europe/Berlin,CET,D8A7.DE,696d6bcd-c2d9-372f-abb0-7b1bef05fa2e
DCR1.BE,BER,2014-03-14 07:00:00,3600000,,1,EQUITY,CANADIAN PALLADIUM RES,DCR1.BE,Europe/Berlin,CET,DCR1.BE,ae2bc0ba-e2af-376a-866d-5fc6f73dec9d
DE000A1DKN43.SG,STU,,3600000,,1,INDEX,MVIS BRAZIL TR,DE000A1DKN43.SG,Europe/Berlin,CET,DE000A1DKN43.SG,
DE000A2P0U90.SG,STU,,3600000,,1,MUTUALFUND,HanseMerkur Str.ausgewogen Nach,DE000A2P0U90.SG,Europe/Berlin,CET,DE000A2P0U90.SG,
DE000A3MQP91.SG,STU,,3600000,,1,EQUITY,,DE000A3MQP91.SG,Europe/Berlin,CET,DE000A3MQP91.SG,
DE000LB2BL77.SG,STU,,3600000,,1,EQUITY,,DE000LB2BL77.SG,Europe/Berlin,CET,DE000LB2BL77.SG,
DE000LB2BYM2.SG,STU,,3600000,,1,EQUITY,,DE000LB2BYM2.SG,Europe/Berlin,CET,DE000LB2BYM2.SG,
DE000LB2ZTR0.SG,STU,,3600000,,1,EQUITY,,DE000LB2ZTR0.SG,Europe/Berlin,CET,DE000LB2ZTR0.SG,
DE000LB364G2.SG,STU,,3600000,,1,EQUITY,,DE000LB364G2.SG,Europe/Berlin,CET,DE000LB364G2.SG,
DE000SL0AK00.SG,STU,,3600000,,1,INDEX,,DE000SL0AK00.SG,Europe/Berlin,CET,DE000SL0AK00.SG,
DE000SL0AQ04.SG,STU,,3600000,,1,INDEX,,DE000SL0AQ04.SG,Europe/Berlin,CET,DE000SL0AQ04.SG,
DE000SL0BDV2.SG,STU,,3600000,,1,INDEX,,DE000SL0BDV2.SG,Europe/Berlin,CET,DE000SL0BDV2.SG,
DE000SL0CHB3.SG,STU,,3600000,,1,INDEX,,DE000SL0CHB3.SG,Europe/Berlin,CET,DE000SL0CHB3.SG,
DE000SL0CVE8.SG,STU,,3600000,,1,INDEX,,DE000SL0CVE8.SG,Europe/Berlin,CET,DE000SL0CVE8.SG,
DE000SL0CZK6.SG,STU,,3600000,,1,INDEX,,DE000SL0CZK6.SG,Europe/Berlin,CET,DE000SL0CZK6.SG,
DE000SL0D1B6.SG,STU,,3600000,,1,INDEX,,DE000SL0D1B6.SG,Europe/Berlin,CET,DE000SL0D1B6.SG,
DE000SL0DN87.SG,STU,,3600000,,1,INDEX,,DE000SL0DN87.SG,Europe/Berlin,CET,DE000SL0DN87.SG,
DE000SL0DRJ3.SG,STU,,3600000,,1,INDEX,,DE000SL0DRJ3.SG,Europe/Berlin,CET,DE000SL0DRJ3.SG,
DE000SL0DUD0.SG,STU,,3600000,,1,INDEX,,DE000SL0DUD0.SG,Europe/Berlin,CET,DE000SL0DUD0.SG,
DE000SL0DUU4.SG,STU,,3600000,,1,INDEX,,DE000SL0DUU4.SG,Europe/Berlin,CET,DE000SL0DUU4.SG,
DE000SL0E180.SG,STU,,3600000,,1,INDEX,,DE000SL0E180.SG,Europe/Berlin,CET,DE000SL0E180.SG,
DE000SL0EAU4.SG,STU,,3600000,,1,INDEX,,DE000SL0EAU4.SG,Europe/Berlin,CET,DE000SL0EAU4.SG,
DE000SL0EDZ7.SG,STU,,3600000,,1,INDEX,,DE000SL0EDZ7.SG,Europe/Berlin,CET,DE000SL0EDZ7.SG,
DE000SL0EJG4.SG,STU,,3600000,,1,INDEX,,DE000SL0EJG4.SG,Europe/Berlin,CET,DE000SL0EJG4.SG,
DE000SL0ESC4.SG,STU,,3600000,,1,INDEX,,DE000SL0ESC4.SG,Europe/Berlin,CET,DE000SL0ESC4.SG,
DE000SL0F4Y0.SG,STU,,3600000,,1,INDEX,,DE000SL0F4Y0.SG,Europe/Berlin,CET,DE000SL0F4Y0.SG,
DE000SL0FDE9.SG,STU,,3600000,,1,INDEX,,DE000SL0FDE9.SG,Europe/Berlin,CET,DE000SL0FDE9.SG,
DE000SL0FF36.SG,STU,,3600000,,1,INDEX,,DE000SL0FF36.SG,Europe/Berlin,CET,DE000SL0FF36.SG,
DE000SL0FRS9.SG,STU,,3600000,,1,INDEX,,DE000SL0FRS9.SG,Europe/Berlin,CET,DE000SL0FRS9.SG,
DE000SL0FUK0.SG,STU,,3600000,,1,INDEX,,DE000SL0FUK0.SG,Europe/Berlin,CET,DE000SL0FUK0.SG,
DE000SL0FXX7.SG,STU,,3600000,,1,INDEX,,DE000SL0FXX7.SG,Europe/Berlin,CET,DE000SL0FXX7.SG,
DE000SL0GAK0.SG,STU,,3600000,,1,INDEX,,DE000SL0GAK0.SG,Europe/Berlin,CET,DE000SL0GAK0.SG,
DE000SL0GRJ6.SG,STU,,3600000,,1,INDEX,,DE000SL0GRJ6.SG,Europe/Berlin,CET,DE000SL0GRJ6.SG,
DE000SL0GYW5.SG,STU,,3600000,,1,INDEX,,DE000SL0GYW5.SG,Europe/Berlin,CET,DE000SL0GYW5.SG,
DE000SL0HKN1.SG,STU,,3600000,,1,INDEX,,DE000SL0HKN1.SG,Europe/Berlin,CET,DE000SL0HKN1.SG,
DE000SLA13D1.SG,STU,,3600000,,1,INDEX,EQABLONGNANRUSD,DE000SLA13D1.SG,Europe/Berlin,CET,DE000SLA13D1.SG,
DE000SLA1GJ9.SG,STU,,3600000,,1,INDEX,INDGLGENNEWPHTR,DE000SLA1GJ9.SG,Europe/Berlin,CET,DE000SLA1GJ9.SG,
DE000SLA32H2.SG,STU,,3600000,,1,INDEX,,DE000SLA32H2.SG,Europe/Berlin,CET,DE000SLA32H2.SG,
DE000SLA3AU5.SG,STU,,3600000,,1,INDEX,,DE000SLA3AU5.SG,Europe/Berlin,CET,DE000SLA3AU5.SG,
DE000SLA3KD0.SG,STU,,3600000,,1,INDEX,,DE000SLA3KD0.SG,Europe/Berlin,CET,DE000SLA3KD0.SG,
DE000SLA3MG9.SG,STU,,3600000,,1,INDEX,,DE000SLA3MG9.SG,Europe/Berlin,CET,DE000SLA3MG9.SG,
DE000SLA4361.SG,STU,,3600000,,1,INDEX,,DE000SLA4361.SG,Europe/Berlin,CET,DE000SLA4361.SG,
DE000SLA49A1.SG,STU,,3600000,,1,INDEX,,DE000SLA49A1.SG,Europe/Berlin,CET,DE000SLA49A1.SG,
DE000SLA4AD9.SG,STU,,3600000,,1,INDEX,,DE000SLA4AD9.SG,Europe/Berlin,CET,DE000SLA4AD9.SG,
DE000SLA4D14.SG,STU,,3600000,,1,INDEX,,DE000SLA4D14.SG,Europe/Berlin,CET,DE000SLA4D14.SG,
DE000SLA4QB9.SG,STU,,3600000,,1,INDEX,,DE000SLA4QB9.SG,Europe/Berlin,CET,DE000SLA4QB9.SG,
DE000SLA4RC5.SG,STU,,3600000,,1,INDEX,,DE000SLA4RC5.SG,Europe/Berlin,CET,DE000SLA4RC5.SG,
DE000SLA4RE1.SG,STU,,3600000,,1,INDEX,,DE000SLA4RE1.SG,Europe/Berlin,CET,DE000SLA4RE1.SG,
DE000SLA50S1.SG,STU,,3600000,,1,INDEX,,DE000SLA50S1.SG,Europe/Berlin,CET,DE000SLA50S1.SG,
DE000SLA6CY6.SG,STU,,3600000,,1,INDEX,,DE000SLA6CY6.SG,Europe/Berlin,CET,DE000SLA6CY6.SG,
DE000SLA6GN0.SG,STU,,3600000,,1,INDEX,GS US SCEFRSIN USD,DE000SLA6GN0.SG,Europe/Berlin,CET,DE000SLA6GN0.SG,
DE000SLA6SW6.SG,STU,,3600000,,1,INDEX,,DE000SLA6SW6.SG,Europe/Berlin,CET,DE000SLA6SW6.SG,
DE000SLA8NQ5.SG,STU,,3600000,,1,INDEX,,DE000SLA8NQ5.SG,Europe/Berlin,CET,DE000SLA8NQ5.SG,
DE000SLA8V83.SG,STU,,3600000,,1,INDEX,,DE000SLA8V83.SG,Europe/Berlin,CET,DE000SLA8V83.SG,
DE000SLA9Q71.SG,STU,,3600000,,1,INDEX,,DE000SLA9Q71.SG,Europe/Berlin,CET,DE000SLA9Q71.SG,
DE000SLA9YQ0.SG,STU,,3600000,,1,INDEX,,DE000SLA9YQ0.SG,Europe/Berlin,CET,DE000SLA9YQ0.SG,
DEB=F,NYM,2017-12-04 05:00:00,-18000000,,1,ALTSYMBOL,German Power Baseload Calendar ,DEB=F,America/New_York,EST,DEBZ21.NYM,5db943c9-a112-3ea9-b96e-7bcfcae08321
DFTK.F,FRA,2007-05-24 06:00:00,3600000,DF Deutsche Forfait AG,1,EQUITY,DF DT.FORFAIT AG  NA O.N.,DFTK.F,Europe/Berlin,CET,DFTK.F,95b343dd-511d-3dcc-a98f-2ab451683b93
DHCNL,NMS,,-18000000,Diversified Healthcare Trust,1,EQUITY,Diversified Healthcare Trust  -,DHCNL,America/New_York,EST,DHCNL,fddb098e-9e59-3d44-b669-8d0a36404ab0
DI7F.HM,HAM,,3600000,,1,ETF,ALLIANZ FDS JAPAN A (EUR),DI7F.HM,Europe/Berlin,CET,DI7F.HM,
DIE.MU,MUN,2000-03-31 06:00:00,3600000,,1,EQUITY,DIERIG HOLDING AG O.N.,DIE.MU,Europe/Berlin,CET,DIE.MU,70986105-72c8-33ed-a2e6-b6cda375561a
DJN2.Z,ZRH,,3600000,,1,INDEX,STX USA 900 ESG T.GR DL,DJN2.Z,Europe/Zurich,CET,DJN2.Z,
DKDL.SG,STU,,3600000,,1,MUTUALFUND,DEKALUX-BOND-A,DKDL.SG,Europe/Berlin,CET,DKDL.SG,
DLB.SG,STU,2007-12-28 07:00:00,3600000,DLB-Anlageservice AG,1,EQUITY,DLB-Anlageservice AG,DLB.SG,Europe/Berlin,CET,DLB.SG,bbb5be7a-eb56-3d6b-93da-f6db975e33d3
DLGI,PNK,,-18000000,"DataLogic International, Inc.",1,EQUITY,DATALOGIC INTERNATIONAL INC,DLGI,America/New_York,EST,DLGI,b62a049c-2a60-3a23-b9e7-14ebbf3ed752
DOMAX,NAS,2007-01-03 14:30:00,-18000000,Domini Impact International Equity Fund,1,MUTUALFUND,Domini Impact International Equ,DOMAX,America/New_York,EST,DOMAX,bb1eb280-7b72-3cfb-9a86-295b925c1f1c
DPABHUSHAN.NS,NSI,2017-10-23 03:45:00,19800000,D. P. Abhushan Limited,1,EQUITY,D. P. Abhushan Limited,DPABHUSHAN.NS,Asia/Kolkata,IST,DPABHUSHAN.NS,2985df80-1d3b-375f-9b7a-cf5411a2a88f
DR3.MU,MUN,2017-07-14 06:00:00,3600000,,1,EQUITY,DOLLARAMA INC.,DR3.MU,Europe/Berlin,CET,DR3.MU,b6bfce4a-58c4-38b2-88b1-139d8bbf88bd
DSAI.CN,CNQ,2021-03-04 14:30:00,-18000000,DeepSpatial Inc.,1,EQUITY,DeepSpatial,DSAI.CN,America/Toronto,EST,DSAI.CN,84133c27-d925-311c-87a9-0405a9e8847a
DTV0.BE,BER,2000-01-03 07:00:00,3600000,,1,EQUITY,WITHSECURE CORP.,DTV0.BE,Europe/Berlin,CET,DTV0.BE,0e4347aa-d898-365f-a449-cd4dea25fdc1
DVRG.L,LSE,2017-04-05 07:00:00,0,DeepVerge plc,1,EQUITY,DEEPVERGE PLC ORD 0.1P,DVRG.L,Europe/London,GMT,DVRG.L,588e4cc1-ff1a-3225-bf17-a18e2e702c3b
DW6D.MU,MUN,,3600000,,1,ETF,DWS VERMOEGENSM.-DYNAMIK,DW6D.MU,Europe/Berlin,CET,DW6D.MU,
DWSS.MU,MUN,,3600000,,1,ETF,DWS I.-CONVERT. LC,DWSS.MU,Europe/Berlin,CET,DWSS.MU,
DWWD.F,FRA,1999-08-31 06:00:00,3600000,DWS Biotech,1,ETF,DWS ESG BIOTECH LC,DWWD.F,Europe/Berlin,CET,DWWD.F,ceeff187-0c93-32f9-bde7-467bb7dad2f2
DX1.MU,MUN,,3600000,,1,ETF,CANDR.EQ.L-EM.MKTS INH.C,DX1.MU,Europe/Berlin,CET,DX1.MU,
DXG.TO,TOR,2017-01-25 14:30:00,-18000000,Dynamic Active Global Dividend ETF,1,ETF,DYNAMIC ACTIVE GLOBAL DIVIDEND ,DXG.TO,America/Toronto,EST,DXG.TO,37cf48ce-89f1-3498-9e9f-e594ec57448b
DXQM.MU,MUN,,3600000,,1,ETF,GULIVER DEMOGRA.SICHERH.,DXQM.MU,Europe/Berlin,CET,DXQM.MU,
DXSK.F,FRA,2010-01-12 07:00:00,3600000,Xtrackers MSCI Europe Consumer Staples ESG Screened UCITS ETF,1,ETF,XTR.MSCI E.C.S.ESG SC. 1C,DXSK.F,Europe/Berlin,CET,DXSK.F,9a04695c-876c-352a-a335-ceff0d43d1e2
EALT3.SA,SAO,2007-06-29 13:00:00,-10800000,Electro Aço Altona S.A.,1,EQUITY,ACO ALTONA  ON,EALT3.SA,America/Sao_Paulo,BRT,EALT3.SA,f7b2dcae-edfa-32ef-b817-833135b724fb
ECR1.DU,DUS,,3600000,,1,ETF,AIS-AMEOC0-1YE EOA,ECR1.DU,Europe/Berlin,CET,ECR1.DU,
ED4.DE,GER,2016-05-26 07:00:00,3600000,EDAG Engineering Group AG,1,EQUITY,"EDAG ENGINEERING G.SF-,04",ED4.DE,Europe/Berlin,CET,ED4.DE,b73e6167-6225-3464-828a-268f20c75eab
EEGI,PNK,2001-01-02 14:30:00,-18000000,"Eline Entertainment Group, Inc.",1,EQUITY,ELINE ENTERTAINMENT GROUP INC,EEGI,America/New_York,EST,EEGI,85e43895-5316-35aa-92a0-0cdd2d304374
EFC1.AS,AMS,1995-01-03 08:00:00,3600000,,1,INDEX,FTSE EUROFIRST 100,EFC1.AS,Europe/Amsterdam,CET,EFC1.AS,9a4945ae-b882-36c2-8b8e-fa3601e64222
