symbol,exchange,firstTradeDateEpochUtc,gmtOffSetMilliseconds,longName,maxAge,messageBoardId,quoteType,shortName,symbol,timeZoneFullName,timeZoneShortName,underlyingSymbol,uuid
025K.BE,BER,,3600000,,1,,ETF,VANGUARD 500 INDEX F.ETFS,025K.BE,Europe/Berlin,CET,025K.BE,dc218c3a-1024-3e68-b57d-13f74bfe5493
028300.KQ,KOE,2000-02-11 00:00:00,32400000,"HLB Co., Ltd.",1,,EQUITY,HLB,028300.KQ,Asia/Seoul,KST,028300.KQ,643e3438-5481-38fb-94c2-dad8542d8efb
030155.TW,TAI,,28800000,,1,,EQUITY,,030155.TW,Asia/Taipei,CST,030155.TW,
030602.TW,TAI,,28800000,,1,,EQUITY,,030602.TW,Asia/Taipei,CST,030602.TW,
030788.TW,TAI,,28800000,,1,,EQUITY,,030788.TW,Asia/Taipei,CST,030788.TW,
030835.TW,TAI,,28800000,,1,,EQUITY,,030835.TW,Asia/Taipei,CST,030835.TW,
031093.TW,TAI,,28800000,,1,,EQUITY,,031093.TW,Asia/Taipei,CST,031093.TW,
031892.TW,TAI,,28800000,,1,,EQUITY,,031892.TW,Asia/Taipei,CST,031892.TW,
032297.TW,TAI,,28800000,,1,,EQUITY,,032297.TW,Asia/Taipei,CST,032297.TW,
03307P.TW,TAI,,28800000,,1,,EQUITY,,03307P.TW,Asia/Taipei,CST,03307P.TW,
036190.KQ,KOE,2001-01-02 00:00:00,32400000,"Geumhwa Plant Service & Construction Co., Ltd.",1,,EQUITY,GEUMHWA PSC,036190.KQ,Asia/Seoul,KST,036190.KQ,e5f25532-1ce5-3574-a8f7-1215ded92ed5
04326P.TW,TAI,,28800000,,1,,EQUITY,,04326P.TW,Asia/Taipei,CST,04326P.TW,
0547.HK,HKG,2005-09-29 02:30:00,28800000,Digital Domain Holdings Limited,1,finmb_7689734,EQUITY,DIGITAL DOMAIN,0547.HK,Asia/Hong_Kong,HKT,0547.HK,5efb208e-5b8b-301d-8964-360e4f93a874
05VV.Z,ZRH,,3600000,STX USA LC SEL. 50 GR USD,1,finmb_INDEX05VV.Z,INDEX,STX USA LC SEL. 50 GR USD,05VV.Z,Europe/Zurich,CET,05VV.Z,ca51ad09-4600-3caa-b12f-5828e0b55fb7
05WR.Z,ZRH,,3600000,STXUS90 USD TRV+LSRGR,1,,INDEX,STXUS90 USD TRV+LSRGR,05WR.Z,Europe/Zurich,CET,05WR.Z,863d182d-25e0-37a5-a96a-5def1ed17e34
065N.Z,ZRH,,3600000,STXUSTMMID NR EUR,1,,INDEX,STXUSTMMID NR EUR,065N.Z,Europe/Zurich,CET,065N.Z,d3c4e6ee-9461-3203-a953-f89801e63dc1
06683P.TW,TAI,,28800000,,1,,EQUITY,,06683P.TW,Asia/Taipei,CST,06683P.TW,
067370.KQ,KOE,,32400000,"SunBio,Inc.",1,,EQUITY,SunBio,067370.KQ,Asia/Seoul,KST,067370.KQ,9b90e11f-3119-3cf7-9bb7-10da13ba3b3d
06975P.TW,TAI,,28800000,,1,,EQUITY,,06975P.TW,Asia/Taipei,CST,06975P.TW,
077838.TW,TAI,,28800000,,1,,EQUITY,,077838.TW,Asia/Taipei,CST,077838.TW,
078479.TW,TAI,,28800000,,1,,EQUITY,,078479.TW,Asia/Taipei,CST,078479.TW,
08045P.TW,TAI,,28800000,,1,,EQUITY,,08045P.TW,Asia/Taipei,CST,08045P.TW,
080U.Z,ZRH,,3600000,STX EA. 1800 EX JA. PR DL,1,finmb_INDEX080U.Z,INDEX,STX EA. 1800 EX JA. PR DL,080U.Z,Europe/Zurich,CET,080U.Z,f8a1b3bd-0736-37ac-84b8-82697cf3f6f1
081080.TW,TAI,,28800000,,1,,EQUITY,,081080.TW,Asia/Taipei,CST,081080.TW,
081275.TW,TAI,,28800000,,1,,EQUITY,,081275.TW,Asia/Taipei,CST,081275.TW,
081321.TW,TAI,,28800000,,1,,EQUITY,,081321.TW,Asia/Taipei,CST,081321.TW,
08198P.TW,TAI,,28800000,,1,,EQUITY,,08198P.TW,Asia/Taipei,CST,08198P.TW,
08297P.TW,TAI,,28800000,,1,,EQUITY,,08297P.TW,Asia/Taipei,CST,08297P.TW,
083658.TW,TAI,,28800000,,1,,EQUITY,,083658.TW,Asia/Taipei,CST,083658.TW,
0836EA.KL,KLS,2020-07-10 02:00:00,28800000,TradePlus DWA Malaysia Momentum Tracker ETF,1,,EQUITY,MY-MOMETF,0836EA.KL,Asia/Kuala_Lumpur,MYT,0836EA.KL,dafaacd7-4911-359c-b654-cd7e69f9126c
084804.TW,TAI,,28800000,,1,,EQUITY,,084804.TW,Asia/Taipei,CST,084804.TW,aaeed962-2791-36a0-bd1f-1cbff4f75c58
085066.TW,TAI,,28800000,,1,,EQUITY,,085066.TW,Asia/Taipei,CST,085066.TW,
086443.TW,TAI,,28800000,,1,,EQUITY,,086443.TW,Asia/Taipei,CST,086443.TW,
086473.TW,TAI,,28800000,,1,,EQUITY,,086473.TW,Asia/Taipei,CST,086473.TW,
087455.TW,TAI,,28800000,,1,,EQUITY,,087455.TW,Asia/Taipei,CST,087455.TW,
088270.TW,TAI,,28800000,,1,,EQUITY,,088270.TW,Asia/Taipei,CST,088270.TW,
088355.TW,TAI,,28800000,,1,,EQUITY,,088355.TW,Asia/Taipei,CST,088355.TW,
088929.TW,TAI,,28800000,,1,,EQUITY,,088929.TW,Asia/Taipei,CST,088929.TW,
089271.TW,TAI,,28800000,,1,,EQUITY,,089271.TW,Asia/Taipei,CST,089271.TW,
089575.TW,TAI,,28800000,,1,,EQUITY,,089575.TW,Asia/Taipei,CST,089575.TW,
0A53.L,LSE,,0,Maxar Technologies Inc.,1,finmb_31007,EQUITY,MAXAR TECHNOLOGIES INC MAXAR TE,0A53.L,Europe/London,GMT,0A53.L,e8b55c01-9727-34d7-9d64-4cefef8dfe4e
0A5Q.IL,IOB,2020-10-27 08:00:00,0,LINK Mobility Group Holding ASA,1,,EQUITY,LINK MOBILITY GROUP HOLDING ASA,0A5Q.IL,Europe/London,GMT,0A5Q.IL,42ead43a-c7e7-389b-b876-e12a77987ee6
0AI1.BE,BER,2014-09-16 07:00:00,3600000,Awilco Drilling PLC,1,,EQUITY,AWILCO DRILLING PLC(SNDR),0AI1.BE,Europe/Berlin,CET,0AI1.BE,64a5ddf6-0195-3d0f-9b5c-994654942697
0CG.F,FRA,2013-11-18 07:00:00,3600000,"Chegg, Inc.",1,finmb_27918871,EQUITY,"CHEGG INC.  DL -,001",0CG.F,Europe/Berlin,CET,0CG.F,28e72dea-e3a9-320f-b1e4-64edc1c1306c
0DQB.L,LSE,,0,Belships ASA,1,finmb_878059,EQUITY,BELSHIPS ASA BELSHIPS ORD SHS,0DQB.L,Europe/London,GMT,0DQB.L,d3fe304f-c8af-3e55-b98b-3a4e0c8fa057
0E41.BE,BER,2004-01-16 07:00:00,3600000,EnLink Midstream LLC,1,,EQUITY,ENLINK MIDSTREAM UTS,0E41.BE,Europe/Berlin,CET,0E41.BE,64939ecb-1746-3a53-9961-3bea955f95f6
0EX9.DE,GER,,3600000,IN.JPM.DL EM BD.MN H.A.YN,1,finmb_INDEX0EX9.DE,INDEX,IN.JPM.DL EM BD.MN H.A.YN,0EX9.DE,Europe/Berlin,CET,0EX9.DE,783d80da-dfaf-354d-bf5b-d494de55748f
0F7F.L,LSE,,0,"Duro Felguera, S.A.",1,finmb_877145,EQUITY,DURO FELGUERA SA DURO FELGUERA ,0F7F.L,Europe/London,GMT,0F7F.L,ec8cb70f-0858-3701-b95c-cf10919088d6
0GY.F,FRA,2016-05-02 07:00:00,3600000,Gear Energy Ltd.,1,finmb_104647038,EQUITY,GEAR ENERGY LTD,0GY.F,Europe/Berlin,CET,0GY.F,980ed0c2-4de5-36dd-a764-438b09c54fb5
0HKD.L,LSE,,0,"AxoGen, Inc.",1,finmb_20946777,EQUITY,AXOGEN INC AXOGEN ORD SHS,0HKD.L,Europe/London,GMT,0HKD.L,11cbf347-2635-3ac6-8316-a18d31495f09
0J0M.DE,GER,,3600000,INAV DB X-TR.EQ.VAL.FA.DL,1,,INDEX,INAV DB X-TR.EQ.VAL.FA.DL,0J0M.DE,Europe/Berlin,CET,0J0M.DE,c6c5ba03-591c-3bc6-b04d-cabc1c785ed5
0J4V.L,LSE,,0,"Heron Therapeutics, Inc.",1,finmb_24366,EQUITY,HERON THERAPEUTICS INC HERON TH,0J4V.L,Europe/London,GMT,0J4V.L,1d59fb4d-f0f0-3c19-8ba1-8071c3f5ebc3
0J9E.DE,GER,,3600000,I.I.EO GO.BD.20Y T.D.E.EO,1,finmb_INDEX0J9E.DE,INDEX,I.I.EO GO.BD.20Y T.D.E.EO,0J9E.DE,Europe/Berlin,CET,0J9E.DE,993cedd1-32a6-3a20-81c2-eda8d3b96d41
0JN9N.MX,MEX,2015-05-04 14:30:00,-21600000,DSV A/S,1,finmb_878704,EQUITY,DSV A/S,0JN9N.MX,America/Mexico_City,CST,0JN9N.MX,f867c2d1-0c12-3d04-965c-d01f1db21b0e
0K9P.IL,IOB,2008-08-19 08:00:00,0,GN Store Nord A/S,1,,EQUITY,GN STORE NORD A/S GN STORE NORD,0K9P.IL,Europe/London,GMT,0K9P.IL,a80daf1d-45fe-3ad7-a67d-189734ba5ef5
0LLW.L,LSE,,0,Vanguard Specialized Funds - Vanguard Dividend Appreciation ETF,1,finmb_26955607,EQUITY,VANGUARD DIVIDEND APPRECIATION ,0LLW.L,Europe/London,GMT,0LLW.L,7df3cb6e-6c6e-3e72-96e6-30b9e93fe740
0NGP.L,LSE,,0,Home Invest Belgium S.A.,1,finmb_27347346,EQUITY,HOME INVEST BELGIUM SA HOME INV,0NGP.L,Europe/London,GMT,0NGP.L,0d393c52-129d-34ed-9877-203db18ef901
0O05.IL,IOB,2007-12-18 08:00:00,0,Schoeller-Bleckmann Oilfield Equipment Aktiengesellschaft,1,,EQUITY,SCHOELLER BLECKMANN OILFIELD EQ,0O05.IL,Europe/London,GMT,0O05.IL,10f40c26-20b3-3197-9075-670ba15b4165
0O8G.Z,ZRH,,3600000,STX GL.BREAKTH.HC NR EUR,1,,INDEX,STX GL.BREAKTH.HC NR EUR,0O8G.Z,Europe/Zurich,CET,0O8G.Z,4c4dfc8c-747a-34fd-a828-d66afc914c1f
0OG.DU,DUS,,3600000,,1,,EQUITY,ORGANIGRAM HLDGS INC.,0OG.DU,Europe/Berlin,CET,0OG.DU,
0P00000BM2.F,FRA,2022-03-14 07:00:00,3600000,Landolt Investment (LUX) SICAV - Euro Selection,1,,MUTUALFUND,Landolt Investment (LUX) SICAV ,0P00000BM2.F,Europe/Berlin,CET,0P00000BM2.F,bb4f86ac-af7d-38b2-b71b-993c459615ff
0P00000CR1.L,LSE,2018-01-02 08:00:00,0,ASI Global Unconstrained Equity Fund Retail Accumulation,1,,MUTUALFUND,ASI Global Focused Equity Fund ,0P00000CR1.L,Europe/London,GMT,0P00000CR1.L,62046caa-2953-32dd-baf7-bc7f8ddb7e4f
0P00000CVM.F,FRA,2018-01-02 07:00:00,3600000,Gottlieb Daimler Aktienfonds DWS,1,,MUTUALFUND,Gottlieb Daimler Aktienfonds D,0P00000CVM.F,Europe/Berlin,CET,0P00000CVM.F,19502a38-d42e-364d-80c0-4fa1581ce3e2
0P00000EEM.F,FRA,2022-03-14 07:00:00,3600000,Fidelity Funds - Global Health Care Fund A-DIST-EUR,1,,MUTUALFUND,Fidelity Funds - Global Health ,0P00000EEM.F,Europe/Berlin,CET,0P00000EEM.F,013675ef-4225-305b-9349-50e1d267d5a1
0P00000EGO.L,LSE,2022-03-07 08:00:00,0,CLI CF Canlife North American A Acc,1,,MUTUALFUND,CLI CF Canlife North American A,0P00000EGO.L,Europe/London,GMT,0P00000EGO.L,91d6eb6a-563c-3699-afb3-352e427613eb
0P00000ELR.F,FRA,2022-03-14 07:00:00,3600000,Deka-CorporateBond Euro CF,1,,MUTUALFUND,Deka-CorporateBond Euro CF,0P00000ELR.F,Europe/Berlin,CET,0P00000ELR.F,07e8c75b-2226-367b-b311-a3bde6ecf89f
0P00000FNF.F,FRA,2018-01-02 07:00:00,3600000,Gesiuris Euro Equities FI,1,,MUTUALFUND,Gesiuris Euro Equities FI,0P00000FNF.F,Europe/Berlin,CET,0P00000FNF.F,5e9c606b-9441-35e1-bebc-dbd3fe23ae90
0P00000IYG.F,FRA,2018-01-02 07:00:00,3600000,Ethique et Partage - CCFD,1,,MUTUALFUND,Ethique et Partage - CCFD,0P00000IYG.F,Europe/Berlin,CET,0P00000IYG.F,1752b30f-bf40-362b-af22-c0871bef3bf1
0P00000JHS.F,FRA,2022-03-14 07:00:00,3600000,Jyske Invest Stable Strategy EUR,1,,MUTUALFUND,,0P00000JHS.F,Europe/Berlin,CET,0P00000JHS.F,cc7bd12c-4ab5-3d5b-95b1-3925623a39f4
0P00000MDK.F,FRA,2022-03-14 07:00:00,3600000,JPMorgan Funds - Europe Strategic Value Fund D (acc) - EUR,1,,MUTUALFUND,JPMorgan Funds - Europe Strateg,0P00000MDK.F,Europe/Berlin,CET,0P00000MDK.F,05712334-9bfa-3900-a437-850e61a1bc03
0P00000N7Y,FRA,2022-03-14 07:00:00,3600000,T. Rowe Price Funds SICAV - US Blue Chip Equity Fund A USD,1,,MUTUALFUND,T. Rowe Price Funds SICAV - US ,0P00000N7Y,Europe/Berlin,CET,0P00000N7Y,a50f2ed2-6f52-3d5a-b655-c64e12157c8c
0P00000NOA.L,LSE,2018-01-02 08:00:00,0,Halifax Smaller Companies Fund C,1,,MUTUALFUND,Halifax Smaller Companies Fund,0P00000NOA.L,Europe/London,GMT,0P00000NOA.L,4902c8df-c1e3-3811-880e-8530f222ffda
0P00000NPS.F,FRA,2022-03-14 07:00:00,3600000,Fidelity Funds - European Larger Companies Fund A-DIST-EUR,1,,MUTUALFUND,Fidelity Funds - European Large,0P00000NPS.F,Europe/Berlin,CET,0P00000NPS.F,41556139-662f-39c2-9c4c-999975af4bf0
0P00000Q7Y.F,FRA,2022-03-14 07:00:00,3600000,BL-Global 50 B EUR Acc,1,,MUTUALFUND,BL-Global 50 B EUR Acc,0P00000Q7Y.F,Europe/Berlin,CET,0P00000Q7Y.F,cb2e5bc5-15fb-3d0f-aa5f-83b21511cd73
0P00000RD0.L,LSE,2018-01-02 08:00:00,0,AXA Framlington Global Thematics Fund R Inc,1,,MUTUALFUND,AXA Framlington Global Thematic,0P00000RD0.L,Europe/London,GMT,0P00000RD0.L,22b4329b-7fd3-32aa-901e-9fa63dd43b39
0P00000RG7.L,LSE,2018-01-02 08:00:00,0,M&amp;G Smaller Companies Fund Sterling A Acc,1,,MUTUALFUND,M&G Smaller Companies Fund Ster,0P00000RG7.L,Europe/London,GMT,0P00000RG7.L,0e07477f-0549-3b4c-8616-38a444f0c4da
0P00000RP2.F,LSE,2018-01-02 08:00:00,0,Barings International Umbrella Fund - Barings ASEAN Frontiers Fund Class A EUR Inc,1,,MUTUALFUND,Barings International Umbrella ,0P00000RP2.F,Europe/London,GMT,0P00000RP2.F,64090715-eb34-3806-a2eb-ce1a060a81ee
0P00000RQA,PNK,2019-01-02 14:30:00,-18000000,Vanguard European Stock Index Fund USD Acc,1,,MUTUALFUND,Vanguard European Stock Index F,0P00000RQA,America/New_York,EST,0P00000RQA,27476a1e-22ed-3ed7-b999-824e1bfc8333
0P00000TGB.F,FRA,2022-03-14 07:00:00,3600000,DKB Nachhaltigkeitsfonds Klimaschutz AL,1,,MUTUALFUND,DKB Nachhaltigkeitsfonds Klimas,0P00000TGB.F,Europe/Berlin,CET,0P00000TGB.F,82c695a5-161a-3c65-bf37-dbc5f4102338
0P00000TXI.F,FRA,2019-01-02 07:00:00,3600000,Anima Forza Dinamico A,1,,MUTUALFUND,Anima Forza Dinamico A,0P00000TXI.F,Europe/Berlin,CET,0P00000TXI.F,e599022d-636b-3ff9-bce6-c163f3f2edea
0P00000UAA.F,FRA,2019-01-02 07:00:00,3600000,Epsilon QValue,1,,MUTUALFUND,Epsilon QValue,0P00000UAA.F,Europe/Berlin,CET,0P00000UAA.F,bde24084-7eb0-3424-a1ad-fce6972aa766
0P00000WDZ.F,FRA,2018-01-02 07:00:00,3600000,Blue Performance,1,,MUTUALFUND,Blue Performance,0P00000WDZ.F,Europe/Berlin,CET,0P00000WDZ.F,2388c288-f035-3819-8338-70f9cfb2295f
0P00000X13.F,FRA,2019-01-02 07:00:00,3600000,Amundi Obbligazionario Euro Corporate Etico a distribuzione A,1,,MUTUALFUND,Amundi Obbligazionario Euro Cor,0P00000X13.F,Europe/Berlin,CET,0P00000X13.F,ad766bfa-9c6d-39c2-91a0-7c9cde34fa46
0P00000YGG.CO,CPH,2022-03-14 08:00:00,3600000,AP Meget Stor Aktieandel,1,,MUTUALFUND,AP Meget Stor Aktieandel,0P00000YGG.CO,Europe/Copenhagen,CET,0P00000YGG.CO,e242f068-5077-34fc-9016-a2894f93b3fe
0P000010G9.SW,EBS,2022-03-14 08:00:00,3600000,Classic Value Equity Fund CHF,1,,MUTUALFUND,Classic Value Equity Fund CHF,0P000010G9.SW,Europe/Zurich,CET,0P000010G9.SW,262ce007-dd82-39ff-b35c-7b0458d9d1f8
0P000016EH.F,FRA,2022-03-14 07:00:00,3600000,ERSTE MORTGAGE EUR R01 VT,1,,MUTUALFUND,ERSTE MORTGAGE EUR R01 VT,0P000016EH.F,Europe/Berlin,CET,0P000016EH.F,abdc9250-d1d1-365a-b934-f7ae705942bf
0P000018RN.L,LSE,2018-01-02 08:00:00,0,Impax Environmental Markets (Ireland) Fund A GBP Acc,1,,MUTUALFUND,Impax Environmental Markets (Ir,0P000018RN.L,Europe/London,GMT,0P000018RN.L,ead360d9-aa03-344c-af52-1e67a3f56126
0P000018XP.F,FRA,2018-01-01 07:00:00,3600000,BNP Paribas Perspectives 2022-2024 P,1,,MUTUALFUND,BNP Paribas Perspectives 2022-2,0P000018XP.F,Europe/Berlin,CET,0P000018XP.F,f7116cc1-6db3-38ff-8c4c-364262e635be
0P0000192V.F,FRA,2018-01-02 07:00:00,3600000,Echiquier Major SRI Growth Europe A,1,,MUTUALFUND,Echiquier Major SRI Growth Euro,0P0000192V.F,Europe/Berlin,CET,0P0000192V.F,04490df3-599d-3c50-836f-d745e76574ab
0P00001A43.L,LSE,2018-01-02 08:00:00,0,Artemis Strategic Bond Fund R Monthly Acc,1,,MUTUALFUND,Artemis Strategic Bond Fund R M,0P00001A43.L,Europe/London,GMT,0P00001A43.L,61092428-ffbd-3269-850a-09bef645802b
0P00001A5W.F,FRA,2022-03-14 07:00:00,3600000,HSBC Global Investment Funds - Europe Value EC,1,,MUTUALFUND,HSBC Global Investment Funds - ,0P00001A5W.F,Europe/Berlin,CET,0P00001A5W.F,bbcc8b03-bc67-3c90-abf0-2c176293921f
0P00001AWM.F,FRA,2022-03-14 07:00:00,3600000,BlackRock Global Funds - Continental European Flexible Fund E2 EUR,1,,MUTUALFUND,BlackRock Global Funds - Contin,0P00001AWM.F,Europe/Berlin,CET,0P00001AWM.F,64ec4c67-b6cd-3d61-a067-051979cf885f
0P00001B7S.L,LSE,2022-03-07 08:00:00,0,MFS Meridian Funds - U.S. Value Fund I1 GBP,1,,MUTUALFUND,MFS Meridian Funds - U.S. Value,0P00001B7S.L,Europe/London,GMT,0P00001B7S.L,7cc58517-c6d6-332c-9e6f-bf6d9a43caa0
0P00001F0C.F,FRA,2018-01-02 07:00:00,3600000,Mediolanum Best Brands Global High Yield SH-B Inc,1,,MUTUALFUND,Mediolanum Best Brands Global H,0P00001F0C.F,Europe/Berlin,CET,0P00001F0C.F,11b4237a-0b90-3dbc-ba73-c94c7be2b172
0P00001NWY.SW,EBS,2022-03-14 08:00:00,3600000,Fortuna Bond Fund CHF,1,,MUTUALFUND,GENERALI Bond Fund CHF,0P00001NWY.SW,Europe/Zurich,CET,0P00001NWY.SW,90f4fc07-7238-34e4-9010-7331c80ec8ed
0P00001Q6X,PNK,2022-03-14 13:30:00,-18000000,Ninety One Global Strategy Fund - European Equity Fund C Inc USD,1,,MUTUALFUND,Ninety One Global Strategy Fund,0P00001Q6X,America/New_York,EST,0P00001Q6X,5d42fbf8-5602-318b-acf5-7f5094182ec8
0P00001QC3,PNK,2022-03-15 13:30:00,-18000000,BNP Paribas InstiCash USD 1D LVNAV X Cap,1,,MUTUALFUND,BNP Paribas InstiCash USD 1D LV,0P00001QC3,America/New_York,EST,0P00001QC3,f0edf052-d2bc-3b2f-86f6-941e933246b6
0P00001RPA.F,FRA,2022-03-14 07:00:00,3600000,Robeco European High Yield Bonds IH €,1,,MUTUALFUND,Robeco European High Yield Bond,0P00001RPA.F,Europe/Berlin,CET,0P00001RPA.F,3f810d6c-ac2b-3535-9c68-643ae4141c3b
0P00001S9Z,PNK,2022-03-14 13:30:00,-18000000,Franklin India Fund I(acc)USD,1,,MUTUALFUND,Franklin India Fund I(acc)USD,0P00001S9Z,America/New_York,EST,0P00001S9Z,66d87948-c0e4-3dc8-85d1-8bf33e3afd15
0P00001U7V.F,FRA,2022-03-14 07:00:00,3600000,KBC Life Privileged Portfolio Fund - Dynamic Protected,1,,MUTUALFUND,KBC Life Privileged Portfolio F,0P00001U7V.F,Europe/Berlin,CET,0P00001U7V.F,e1e5c568-4651-36f1-8137-fbb3eb45869a
0P00001UNR.F,FRA,2022-03-14 07:00:00,3600000,FRS Substanz T,1,,MUTUALFUND,FRS Substanz T,0P00001UNR.F,Europe/Berlin,CET,0P00001UNR.F,062d008a-efb1-3085-b0d9-ec94695f473e
0P00001UWT.F,FRA,2022-03-14 07:00:00,3600000,CMI Global Network Fund - CMI Euro Currency Reserve Sub-Fund DC2,1,,MUTUALFUND,CMI Global Network Fund - CMI E,0P00001UWT.F,Europe/Berlin,CET,0P00001UWT.F,aac10151-a199-34e1-8c0e-d4612ed840a7
0P00001WG2,PNK,2022-03-14 13:30:00,-18000000,JPMorgan Funds - Pacific Equity Fund X (acc) - USD,1,,MUTUALFUND,JPMorgan Funds - Pacific Equity,0P00001WG2,America/New_York,EST,0P00001WG2,3b304383-35e0-3b84-bdc9-9ec2dfdd4cf4
0P000022TC.F,FRA,2022-03-14 07:00:00,3600000,PIMCO Luxembourg Trust - CommoditiesPLUS Strategy EUR Hedge Acc,1,,MUTUALFUND,PIMCO Luxembourg Trust - Commod,0P000022TC.F,Europe/Berlin,CET,0P000022TC.F,5b5fd90b-305b-39e7-a01e-39f80cee892e
0P000023OT.L,LSE,2018-01-02 08:00:00,0,ASI UK Income Equity Fund I Inc,1,,MUTUALFUND,ASI UK Income Equity Fund I Inc,0P000023OT.L,Europe/London,GMT,0P000023OT.L,8a430a0d-0873-3c6b-8327-860ec2cb4564
0P000023S2,PNK,2019-01-02 14:30:00,-18000000,BNY Mellon Global Funds PLC - BNY Mellon Global Bond Fund USD X Acc,1,,MUTUALFUND,BNY Mellon Global Funds PLC - B,0P000023S2,America/New_York,EST,0P000023S2,c71870e4-62db-38b7-827e-bd7eace18957
0P000024V9.L,LSE,2018-01-02 08:00:00,0,BNY Mellon US Opportunities Fund Institutional Accumulation,1,,MUTUALFUND,BNY Mellon US Opportunities Fun,0P000024V9.L,Europe/London,GMT,0P000024V9.L,1d61abc7-da1a-3d00-b9ae-3b765364d841
0P000027SI.F,FRA,2018-01-02 07:00:00,3600000,Oddo BHF Immobilier CI-EUR,1,,MUTUALFUND,Oddo BHF Immobilier CI-EUR,0P000027SI.F,Europe/Berlin,CET,0P000027SI.F,69f3c1c5-f549-3c4d-bd73-ad082e89b360
0P000029DN.L,LSE,2018-01-02 08:00:00,0,ASI (Standard Life) International Trust A,1,,MUTUALFUND,ASI (Standard Life) Internation,0P000029DN.L,Europe/London,GMT,0P000029DN.L,2a5b39e1-45d6-38c1-99db-083a0a6846b8
0P00002A1F.F,FRA,2022-03-15 07:00:00,3600000,Schroder International Selection Fund Asian Opportunities A1 Accumulation EUR,1,,MUTUALFUND,Schroder International Selectio,0P00002A1F.F,Europe/Berlin,CET,0P00002A1F.F,f601204f-1171-3526-ba69-b84a82869624
0P00002A1H.F,FRA,2022-03-15 07:00:00,3600000,Schroder International Selection Fund US Small &amp; Mid-Cap Equity B Accumulation EUR,1,,MUTUALFUND,Schroder International Selectio,0P00002A1H.F,Europe/Berlin,CET,0P00002A1H.F,086c7cd4-19cb-380b-b7ef-be21fadf17f8
