symbol,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,gmtOffSetMilliseconds,maxAge
22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF
IM.F,YHD,MUTUALFUND,IM.F,IM.F,,,,America/New_York,EST,,-18000000,1
AFTR,NYQ,2021-10-04 13:30:00,-18000000,AfterNext HealthTech Acquisition Corp.,1,EQUITY,AfterNext HealthTech Acquisitio,AFTR,America/New_York,EST,AFTR,81168453-1d2a-3bcd-aab8-b41d3bf5ce91
AGAE,NCM,2017-10-25 13:30:00,-18000000,,1,EQUITY,Allied Gaming & Entertainment I,AGAE,America/New_York,EST,AGAE,ec06de36-cf78-3d2b-8fb7-dca781c30dde
AGAIX,NAS,2019-01-02 14:30:00,-18000000,Virtus AllianzGI Global Dynamic Allocation Fund Institutional Class,1,MUTUALFUND,AllianzGI Global Dynamic Alloca,AGAIX,America/New_York,EST,AGAIX,d633412e-cc3c-34c5-8a02-ece0eb7f9fb3
AGR,NYQ,2015-12-17 14:30:00,-18000000,"Avangrid, Inc.",1,EQUITY,"Avangrid, Inc.",AGR,America/New_York,EST,AGR,f789016f-11d3-3013-849f-5517794dbe86
AHIVX,NAS,2017-10-06 13:30:00,-18000000,American Century High Income Fund,1,MUTUALFUND,High Income Fund - Investor Cla,AHIVX,America/New_York,EST,AHIVX,6e29b7da-89ac-3902-8c25-d737089373aa
ALL-PI,NYQ,2019-11-06 14:30:00,-18000000,The Allstate Corporation,1,EQUITY,Allstate Corporation (The) Depo,ALL-PI,America/New_York,EST,ALL-PI,b8b805b2-5457-3e0d-96a8-bc16b4c187c5
ALTF.TA,TLV,2021-03-04 07:30:00,7200000,Altshuler Shaham Finance Ltd,1,EQUITY,ALTSHULER FIN,ALTF.TA,Asia/Jerusalem,IST,ALTF.TA,9575817d-c912-3e54-b599-a30193e80597
ALVU.PA,PAR,2018-04-04 07:00:00,3600000,Vente-Unique.com SA,1,EQUITY,VENTE UNIQUE.COM,ALVU.PA,Europe/Paris,CET,ALVU.PA,e1d40a63-f8d8-346e-95bc-a3fb8b91c30a
AMD0.F,FRA,2022-06-15 06:00:00,3600000,"Advanced Micro Devices, Inc.",1,EQUITY,ADVANCED MICRO DEV. CDR,AMD0.F,Europe/Berlin,CET,AMD0.F,f6f0bcc0-8bd4-3eee-939e-df187c3634c1
ANCIX,NAS,2008-09-09 13:30:00,-18000000,Ancora MicroCap Fund Class I,1,MUTUALFUND,Ancora Microcap Fund Class I,ANCIX,America/New_York,EST,ANCIX,d98bc37f-570e-31dd-9cca-fa738cd20133
ANT1.DU,DUS,,3600000,,1,ETF,AVESCO SUST.HID.CHAM.EQ.R,ANT1.DU,Europe/Berlin,CET,ANT1.DU,
AP,NYQ,1973-02-21 14:30:00,-18000000,Ampco-Pittsburgh Corporation,1,EQUITY,Ampco-Pittsburgh Corporation,AP,America/New_York,EST,AP,0fd3f8dd-5edc-33b2-8db1-162e15e8fcbc
APL.SG,STU,2007-12-31 07:00:00,3600000,,1,EQUITY,Alpha Pro Tech Ltd.,APL.SG,Europe/Berlin,CET,APL.SG,6ba32d1d-69ad-386e-8927-6d4efb13ca98
ARN.BE,BER,2022-11-10 07:00:00,3600000,,1,EQUITY,ARN.GEORG AG,ARN.BE,Europe/Berlin,CET,ARN.BE,2d6aea7f-b773-3dbc-8e78-09a4c5296aa0
AS7.MU,MUN,2010-03-04 07:00:00,3600000,,1,EQUITY,"ANTA SPORTS PROD.  HD-,10",AS7.MU,Europe/Berlin,CET,AS7.MU,ee7d9d12-26f2-3238-989d-7a1c824f12e5
ASK-R.BK,SET,2007-12-26 03:00:00,25200000,Asia Sermkij Leasing Public Company Limited,1,EQUITY,ASIA SERMKIJ LEASING PUBLIC COM,ASK-R.BK,Asia/Bangkok,ICT,ASK-R.BK,25745009-cc9e-3a0b-aaab-321ba582175f
ASNGF.F,,,,,1,NONE,,ASNGF.F,,,ASNGF.F,e6a2e945-843d-3e35-98d9-1c2cd4589f90
ASRD.MI,MIL,2021-04-13 07:00:00,3600000,BNP Paribas Easy JPM ESG EMBI Global Diversified Composite,1,ETF,BNPP ESG EMBI GLB DIV COM UCITS,ASRD.MI,Europe/Rome,CET,ASRD.MI,0861e0ae-75ad-3205-a3a8-6e76fb354ee1
AT0000A2B725.VI,VIE,,3600000,,1,EQUITY,RCB GarZ/STXEURESGLeadSel30-29,AT0000A2B725.VI,Europe/Amsterdam,CET,AT0000A2B725.VI,
AT0000A2FKR8.VI,VIE,,3600000,,1,EQUITY,EGB OE TL.Z./MERCK,AT0000A2FKR8.VI,Europe/Amsterdam,CET,AT0000A2FKR8.VI,
AT0000A2HEQ9.VI,VIE,,3600000,,1,EQUITY,EGB OE TL.Z./MUENCH RUECK,AT0000A2HEQ9.VI,Europe/Amsterdam,CET,AT0000A2HEQ9.VI,
AT0000A2HPW3.VI,VIE,,3600000,,1,EQUITY,RCB BonZ/ESTOXX50 S&P500 20-23,AT0000A2HPW3.VI,Europe/Amsterdam,CET,AT0000A2HPW3.VI,
AT0000A2N0V3.VI,VIE,,3600000,,1,EQUITY,RCB OETrackX3 s adidas,AT0000A2N0V3.VI,Europe/Amsterdam,CET,AT0000A2N0V3.VI,
AT0000A2S4S6.VI,VIE,,3600000,,1,EQUITY,EGB OE TL.Z./K+S,AT0000A2S4S6.VI,Europe/Amsterdam,CET,AT0000A2S4S6.VI,
AT0000A2SW62.VI,VIE,,3600000,,1,EQUITY,,AT0000A2SW62.VI,Europe/Amsterdam,CET,AT0000A2SW62.VI,
AT0000A2TER2.VI,VIE,,3600000,,1,EQUITY,,AT0000A2TER2.VI,Europe/Amsterdam,CET,AT0000A2TER2.VI,
AT0000A2TXP6.VI,VIE,,3600000,,1,EQUITY,RCB OETrackX4 l Copper,AT0000A2TXP6.VI,Europe/Amsterdam,CET,AT0000A2TXP6.VI,
AT0000A2V2D7.VI,VIE,,3600000,,1,EQUITY,RCB OE TS.Z./Lenzing,AT0000A2V2D7.VI,Europe/Amsterdam,CET,AT0000A2V2D7.VI,
AT0000A2VN43.VI,VIE,,3600000,,1,EQUITY,,AT0000A2VN43.VI,Europe/Amsterdam,CET,AT0000A2VN43.VI,
AT0000A2WY07.VI,VIE,,3600000,,1,EQUITY,,AT0000A2WY07.VI,Europe/Amsterdam,CET,AT0000A2WY07.VI,
AT0000A2XS12.VI,VIE,,3600000,,1,EQUITY,,AT0000A2XS12.VI,Europe/Amsterdam,CET,AT0000A2XS12.VI,
AT0000A2YDB8.VI,VIE,,3600000,,1,EQUITY,EB Green Invest Gar 22-30,AT0000A2YDB8.VI,Europe/Amsterdam,CET,AT0000A2YDB8.VI,
AT0000A30178.VI,VIE,,3600000,,1,EQUITY,EGB OE TL.Z./MUENCH RUECK,AT0000A30178.VI,Europe/Amsterdam,CET,AT0000A30178.VI,
AT0000A309T7.VI,VIE,,3600000,,1,EQUITY,,AT0000A309T7.VI,Europe/Amsterdam,CET,AT0000A309T7.VI,
AT0000A30FS3.VI,VIE,,3600000,,1,EQUITY,,AT0000A30FS3.VI,Europe/Amsterdam,CET,AT0000A30FS3.VI,
AT0000A30UY0.VI,VIE,,3600000,,1,EQUITY,RCB OETrackX3 s adidas,AT0000A30UY0.VI,Europe/Amsterdam,CET,AT0000A30UY0.VI,
AT0000A30YE4.VI,VIE,,3600000,,1,EQUITY,RCB Disc.Z./Do&Co 22-24,AT0000A30YE4.VI,Europe/Amsterdam,CET,AT0000A30YE4.VI,
AT0000A31VK5.VI,VIE,,3600000,,1,EQUITY,EGB OE TL.Z./LUFTHANSA,AT0000A31VK5.VI,Europe/Amsterdam,CET,AT0000A31VK5.VI,
AU000000CGC2.SG,STU,,3600000,,1,EQUITY,Costa Group Holdings Ltd.,AU000000CGC2.SG,Europe/Berlin,CET,AU000000CGC2.SG,
AU000000KZR3.SG,STU,,3600000,,1,EQUITY,Kalamazoo Resources Ltd.,AU000000KZR3.SG,Europe/Berlin,CET,AU000000KZR3.SG,
AVLA.DU,DUS,2021-07-09 06:00:00,3600000,,1,EQUITY,"AIR LEASE CORP. A DL -,01",AVLA.DU,Europe/Berlin,CET,AVLA.DU,9263e8c6-76b1-34a8-acae-2a7c431e5d1b
AW1P.F,FRA,2022-02-25 07:00:00,3600000,UBS (Irl) ETF plc - MSCI ACWI Socially Responsible UCITS ETF USD A Acc,1,ETF,UBSIETFMSCIACWI ADL,AW1P.F,Europe/Berlin,CET,AW1P.F,3d606665-3208-3a81-9e0f-c3300d3c65a5
AW4C.DU,DUS,,3600000,,1,ETF,AXA WLD-FRAM.EM.MK.A C.EO,AW4C.DU,Europe/Berlin,CET,AW4C.DU,
AWNT01HK.FGI,FGI,,0,,1,INDEX,FTSE Japan Net Tax HKD Index,AWNT01HK.FGI,Europe/London,GMT,AWNT01HK.FGI,
AXAHF,PNK,2010-04-26 13:30:00,-18000000,AXA SA,1,EQUITY,AXA SA,AXAHF,America/New_York,EST,AXAHF,6f086bfd-bc7d-3532-a3a6-cffd8bdb10b3
AXL1.BE,BER,2002-12-24 07:00:00,3600000,,1,EQUITY,AXFOOD AB,AXL1.BE,Europe/Berlin,CET,AXL1.BE,fbe5f9c4-e409-3929-b17e-835d5d90c570
AZMT-C1M1.MX,MEX,2018-01-02 14:30:00,-21600000,"Mas Fondos Mediano Plazo, S.A. de C.V. F.I.I.D.",1,MUTUALFUND,"Mas Fondos Mediano Plazo, S.A. ",AZMT-C1M1.MX,America/Mexico_City,CST,AZMT-C1M1.MX,dd38401a-443d-3eb6-8807-2a069cd12c45
AZTBPENB2.MX,MEX,2018-01-02 14:30:00,-21600000,SIEFORE AZTECA BÁSICA DE PENSIONES SA DE CV,1,MUTUALFUND,SIEFORE Azteca Basica 5 SA de ,AZTBPENB2.MX,America/Mexico_City,CST,AZTBPENB2.MX,f29c9c48-8da6-35de-ad46-cc9dba8bd3c0
B2K.F,FRA,2008-01-04 07:00:00,3600000,Bell Equipment Limited,1,EQUITY,BELL EQUIPMENT LTD,B2K.F,Europe/Berlin,CET,B2K.F,6e843123-69ad-3b18-a7c3-e5541d9780e8
B92F.F,FRA,,3600000,,1,ETF,BLACK.SF-EM.MK.EQ.ST.A2DL,B92F.F,Europe/Berlin,CET,B92F.F,
BAB,PCX,2009-11-17 14:30:00,-18000000,Invesco Taxable Municipal Bond ETF,1,ETF,Invesco Taxable Municipal Bond ,BAB,America/New_York,EST,BAB,96c119ee-89e0-3239-8072-44b51e38fa61
BAJAJST.BO,BSE,2002-07-19 03:45:00,19800000,Bajaj Steel Industries Limited,1,EQUITY,BAJAJ STEEL INDUSTRIES LTD.,BAJAJST.BO,Asia/Kolkata,IST,BAJAJST.BO,a540f2e4-57df-3267-bc33-2aa240ebd8a5
BBGI.BK,SET,2022-03-17 03:00:00,25200000,BBGI Public Company Limited,1,EQUITY,BBGI PUBLIC COMPANY LIMITED,BBGI.BK,Asia/Bangkok,ICT,BBGI.BK,fbc3c41e-7f3d-3286-a75b-a950fcdddb99
BBTBX,NAS,2013-10-30 13:30:00,-18000000,Bridge Builder Core Bond Fund,1,MUTUALFUND,Bridge Builder Core Bond Fund,BBTBX,America/New_York,EST,BBTBX,ac0ee627-18c2-304a-bfb6-3558480c8857
BBU-UN.TO,TOR,2016-06-09 13:30:00,-18000000,Brookfield Business Partners L.P.,1,EQUITY,BROOKFIELD BUSINESS PARTNERS LP,BBU-UN.TO,America/Toronto,EST,BBU-UN.TO,deb7f181-e054-34cd-92a9-80e938883ece
BBVASICPV.MX,MEX,2018-01-02 14:30:00,-21600000,"Fondo BBVA Bancomer Global, S.A. de C.V.F.I.R.V.",1,MUTUALFUND,,BBVASICPV.MX,America/Mexico_City,CST,BBVASICPV.MX,219131aa-d979-3609-b207-e063546b2245
BBVAUSB.MX,MEX,2018-01-02 14:30:00,-21600000,Fondo BBVA Bancomer Diversificado Internacional SA de CV F.I.R.V.,1,MUTUALFUND,BBVA BANCOMER GESTION SA FDO BB,BBVAUSB.MX,America/Mexico_City,CST,BBVAUSB.MX,a060bca5-c9ea-38c8-89f7-9db10b7044cb
BDCO,PNK,1990-04-10 13:30:00,-18000000,Blue Dolphin Energy Company,1,EQUITY,BLUE DOLPHIN ENERGY CO,BDCO,America/New_York,EST,BDCO,2799d848-b15a-3525-b5ab-40d69a84bdf7
BE260381.DU,DUS,,3600000,,1,EQUITY,,BE260381.DU,Europe/Berlin,CET,BE260381.DU,
BE284627.HA,HAN,,3600000,,1,EQUITY,,BE284627.HA,Europe/Berlin,CET,BE284627.HA,
BELR.BR,BRU,2000-01-17 08:00:00,3600000,Belgian Resources and Capital Company,1,EQUITY,BELRECA,BELR.BR,Europe/Brussels,CET,BELR.BR,f7dde19d-3a19-312d-9409-942a351e8df1
BHRB,PNK,2003-10-07 13:30:00,-18000000,Burke & Herbert Financial Services Corp.,1,EQUITY,BURKE HERBERT FINL SVCS CORP,BHRB,America/New_York,EST,BHRB,7720643b-2b2a-3757-a171-044846efde66
BIOBV.HE,HEL,2000-01-03 08:00:00,7200000,Biohit Oyj,1,EQUITY,Biohit Oyj B,BIOBV.HE,Europe/Helsinki,EET,BIOBV.HE,6fe64db5-fc2c-3dc8-a9ff-dee79a326bc4
BLKC,BTS,2021-10-07 13:30:00,-18000000,Invesco Alerian Galaxy Blockchain Users and Decentralized Commerce ETF,1,ETF,Invesco Alerian Galaxy Blockcha,BLKC,America/New_York,EST,BLKC,30359737-dec1-3ee9-8149-7c87015ff2f5
BMRRX,NAS,2006-10-02 13:30:00,-18000000,BlackRock Mid-Cap Growth Equity Portfolio,1,MUTUALFUND,BlackRock Mid-Cap Growth Equity,BMRRX,America/New_York,EST,BMRRX,138f2863-3822-3c58-be40-ed80e9927c82
BNB.BR,BRU,2000-01-04 08:00:00,3600000,Banque nationale de Belgique Société anonyme,1,EQUITY,BQUE NAT. BELGIQUE,BNB.BR,Europe/Brussels,CET,BNB.BR,886c70cd-3516-3393-9465-8835e98dd2ce
BNPA.MU,MUN,,3600000,,1,EQUITY,BNP PARIBAS 05/UND.,BNPA.MU,Europe/Berlin,CET,BNPA.MU,
BOKAX,NAS,,-18000000,,1,MUTUALFUND,,BOKAX,America/New_York,EST,BOKAX,e2501199-2c70-3170-b3ef-f9b270a7cca4
BONDDIAPM3.MX,MEX,2019-02-12 14:30:00,-21600000,Fondo Diario Nafinsa SA de CV F.I.I.D.,1,MUTUALFUND,OPERADORA DE FONDOS NAFINSA SA ,BONDDIAPM3.MX,America/Mexico_City,CST,BONDDIAPM3.MX,7fc4cb39-89cb-3616-b144-41167f2557f0
BRKIX,NAS,2015-09-15 13:30:00,-18000000,MFS Blended Research Emerging Markets Equity Fund Class I,1,MUTUALFUND,MFS Blended Research Emerging M,BRKIX,America/New_York,EST,BRKIX,5f341718-4a24-3b69-a088-6254a86b38a3
BRW.NZ,NZE,2000-01-04 21:00:00,46800000,Bremworth Limited,1,EQUITY,Bremworth Limited Ordinary Shar,BRW.NZ,Pacific/Auckland,NZDT,BRW.NZ,865168c3-9f86-39a3-8515-288e1b5d1272
BSX.BE,BER,2000-01-03 07:00:00,3600000,,1,EQUITY,"BOSTON SCIENTIFIC  DL-,01",BSX.BE,Europe/Berlin,CET,BSX.BE,751666a8-3098-3627-b5f9-4304fabfc71c
BTCW.SW,EBS,2022-03-21 08:00:00,3600000,WisdomTree Bitcoin,1,ETF,WisdomTree Bitcoin,BTCW.SW,Europe/Zurich,CET,BTCW.SW,4e864ca1-776f-325f-96ae-d7bb0eee2500
BTG-R.BK,SET,,25200000,,1,EQUITY,BETAGRO PUBLIC COMPANY LIMITED,BTG-R.BK,Asia/Bangkok,ICT,BTG-R.BK,da24a81d-65db-3ed7-9735-7997468efcf9
BTG.MU,MUN,,3600000,,1,EQUITY,BERTELSMANN  GENSCH.,BTG.MU,Europe/Berlin,CET,BTG.MU,
BUG.MX,MEX,,-21600000,Global X Funds - Global X Cybersecurity ETF,1,ETF,GLOBAL X FDS CYBERSECURITY ETF,BUG.MX,America/Mexico_City,CST,BUG.MX,609a1c12-570c-3883-bc65-102784572d7b
BVAAX,NAS,1999-05-17 13:30:00,-18000000,Sterling Capital Virginia Intermediate Tax-Free Fund Class A,1,MUTUALFUND,Sterling Capital Virginia Inter,BVAAX,America/New_York,EST,BVAAX,85e103b8-3282-3428-8331-07152621b712
C3RY.F,FRA,2021-06-30 06:00:00,3600000,Cherry AG,1,EQUITY,CHERRY SE  O.N.,C3RY.F,Europe/Berlin,CET,C3RY.F,50742059-bd23-38db-bd54-26b347b8a74f
C4S.PA,PAR,2009-02-26 08:00:00,3600000,Amundi ETF Short CAC 40 Daily UCITS ETF,1,ETF,AMUNDI ETF SHORT CAC 40 DAILY U,C4S.PA,Europe/Paris,CET,C4S.PA,fdcc02a8-0b06-39f4-8548-eee0f785c273
C5Q3.BE,BER,,3600000,,1,ETF,CARMIGNAC PO.-EM.DIS.AEOA,C5Q3.BE,Europe/Berlin,CET,C5Q3.BE,
C730.F,FRA,2016-05-09 06:00:00,3600000,US Copper Corp.,1,EQUITY,US COPPER CORP.,C730.F,Europe/Berlin,CET,C730.F,0818b8a0-bfbc-3bfd-9be6-44fbef0e72b3
C7G.HA,HAN,2021-09-20 06:00:00,3600000,,1,EQUITY,IGM FINANCIAL INC.,C7G.HA,Europe/Berlin,CET,C7G.HA,061845ca-22dc-3009-aef4-c09fe090a316
C9LC.MU,MUN,,3600000,,1,ETF,BANKH.NEELMEYER AKTIENST.,C9LC.MU,Europe/Berlin,CET,C9LC.MU,
CA12510R1082.SG,STU,,3600000,,1,EQUITY,CDN Maverick Capital Corp.,CA12510R1082.SG,Europe/Berlin,CET,CA12510R1082.SG,
CA135087P32.DU,DUS,,3600000,,1,EQUITY,,CA135087P32.DU,Europe/Berlin,CET,CA135087P32.DU,
CA50067K1003.SG,STU,,3600000,,1,EQUITY,Kore Mining Ltd.,CA50067K1003.SG,Europe/Berlin,CET,CA50067K1003.SG,
CA65654L1058.SG,STU,,3600000,,1,EQUITY,Norseman Silver Inc.,CA65654L1058.SG,Europe/Berlin,CET,CA65654L1058.SG,
CA68707R1038.SG,STU,,3600000,,1,EQUITY,Orogen Royalties Inc,CA68707R1038.SG,Europe/Berlin,CET,CA68707R1038.SG,
CA748148RL96.SG,STU,,3600000,,1,EQUITY,,CA748148RL96.SG,Europe/Berlin,CET,CA748148RL96.SG,
CAND.V,VAN,2017-01-03 14:30:00,-18000000,Candelaria Mining Corp.,1,EQUITY,CANDELARIA MINING CORP,CAND.V,America/Toronto,EST,CAND.V,84fa92df-7224-3490-ac3b-c522671ffae6
CARZ,NGM,2011-05-10 13:30:00,-18000000,First Trust S-Network Future Vehicles & Technology ETF,1,ETF,First Trust S-Network Future Ve,CARZ,America/New_York,EST,CARZ,50161f0f-5aef-3639-859d-84c3ec479166
CB5.F,FRA,2011-05-16 06:00:00,3600000,"Commerce Bancshares, Inc.",1,EQUITY,COMMERCE BANCSHS INC. DL5,CB5.F,Europe/Berlin,CET,CB5.F,b2df0254-f898-36ab-ad68-b67ba8519f87
CBBFS.SW,EBS,2011-03-15 08:00:00,3600000,Lyxor Bund Future Daily (-1x) Inverse UCITS ETF,1,ETF,Lyxor CBK Bd-Fut Sh,CBBFS.SW,Europe/Zurich,CET,CBBFS.SW,c2e44acc-51e5-328e-b492-65d677e3567a
CBMAX,NAS,2004-07-26 13:30:00,-18000000,Allspring C&B Mid Cap Value Fund,1,MUTUALFUND,Wells Fargo C&B Mid Cap Value F,CBMAX,America/New_York,EST,CBMAX,594186c4-27a2-3010-ac97-fc32c3a96f55
CBNX,PNK,2021-05-19 13:30:00,-18000000,,1,MUTUALFUND,Goldman Sachs Access China Gove,CBNX,America/New_York,EST,CBNX,96e64534-bee8-31c8-9794-d7635a376e66
CBU0.L,LSE,2011-03-08 08:00:00,0,iShares VII PLC - iShares $ Treasury Bond 7-10yr UCITS ETF USD (Acc),1,ETF,ISHARES VII PLC ISHRS $ TRSRY B,CBU0.L,Europe/London,GMT,CBU0.L,bb5049cf-7a61-384c-a6ef-e2b166efa22c
CBUK.DE,GER,2022-04-08 07:00:00,3600000,iShares MSCI China Tech UCITS ETF,1,ETF,ISHS4-MCNTCHETF DLA,CBUK.DE,Europe/Berlin,CET,CBUK.DE,45e8a74f-36e9-35e5-ad7e-6bfd63eacf22
CBW.F,FRA,2011-10-25 06:00:00,3600000,Alibaba Pictures Group Limited,1,EQUITY,ALIBABA PICTURES GR.HD-25,CBW.F,Europe/Berlin,CET,CBW.F,64e367d2-d0b4-32bd-afb6-670b01c75bc0
CC5.SG,STU,2017-08-28 06:00:00,3600000,,1,EQUITY,Coca-Cola Bottling Co. Cons.,CC5.SG,Europe/Berlin,CET,CC5.SG,6a23f75b-3351-3a21-91ba-0e2e707109f1
CCB.BE,BER,2000-10-20 06:00:00,3600000,,1,EQUITY,INSTANT GROUP AG INH O.N.,CCB.BE,Europe/Berlin,CET,CCB.BE,46a1e10a-e241-33cc-8714-8deee338ce4a
CESA80.SS,SHH,,28800000,,1,INDEX,CES China A80 Index,CESA80.SS,Asia/Shanghai,CST,CESA80.SS,
CFIPCP7C-E.SN,SGO,2022-04-30 12:30:00,-10800000,,1,EQUITY,,CFIPCP7C-E.SN,America/Santiago,CLST,CFIPCP7C-E.SN,cc2608de-5ed1-3169-bb59-e570e88dbe20
CFITACTI-A.SN,SGO,,-10800000,Sartor Administradora General de Fondos S.A. - Fondo De Inversion Sartor Tactico Fund,1,EQUITY,SARTOR ADM GEN,CFITACTI-A.SN,America/Santiago,CLST,CFITACTI-A.SN,eb505c2b-acdb-35f5-a117-0ba007ce03c1
CFT21.SW,EBS,,3600000,,1,INDEX,,CFT21.SW,Europe/Zurich,CET,CFT21.SW,
CG6C.BE,BER,2003-12-24 07:00:00,3600000,,1,EQUITY,ORIENT VIC.SM.UR.  HD-005,CG6C.BE,Europe/Berlin,CET,CG6C.BE,46cdf50b-d9d0-3248-b0dd-bbc31d953753
CGA,NYQ,2008-04-16 13:30:00,-18000000,"China Green Agriculture, Inc.",1,EQUITY,"China Green Agriculture, Inc.",CGA,America/New_York,EST,CGA,d444e930-c187-32a9-ae5f-121c8dc26f91
CH0119542634.SG,STU,,3600000,,1,EQUITY,,CH0119542634.SG,Europe/Berlin,CET,CH0119542634.SG,
CIANAGRO.BO,BSE,2000-01-03 03:45:00,19800000,CIAN Agro Industries & Infrastructure Limited,1,EQUITY,CIAN Agro Ind & Infra Ltd,CIANAGRO.BO,Asia/Kolkata,IST,CIANAGRO.BO,5d03a7fc-548d-3604-a86f-953463d2406c
CLOIX,NAS,2015-09-30 13:30:00,-18000000,Clough Global Long/Short Fund,1,MUTUALFUND,Clough Global Long/Short Fund C,CLOIX,America/New_York,EST,CLOIX,2189f6ff-0918-3e69-80f7-634021864403
CM9.PA,PAR,2009-06-16 07:00:00,3600000,Amundi ETF MSCI World ex EMU UCITS ETF,1,ETF,AMUNDI ETF MSCI WORLD EX EMU UC,CM9.PA,Europe/Paris,CET,CM9.PA,4299e5ca-548b-3c53-93fc-2ed7c1d8b8ef
CMCABX,NAS,,-18000000,,1,MUTUALFUND,,CMCABX,America/New_York,EST,CMCABX,
CMS.DE,GER,2006-03-07 08:00:00,3600000,Commercial Metals Company,1,EQUITY,"COMMERCIAL METALS  DL-,01",CMS.DE,Europe/Berlin,CET,CMS.DE,c23e7b93-dee7-332e-93fa-4b216ec8bcfe
CNYVND=X,CCY,2016-08-17 23:00:00,0,,1,CURRENCY,CNY/VND,CNYVND=X,Europe/London,GMT,CNYVND=X,f2418829-0d71-32e9-9a4e-d0437caef715
COY.MU,MUN,2013-04-16 06:00:00,3600000,,1,EQUITY,"TAPESTRY INC.  DL-,01",COY.MU,Europe/Berlin,CET,COY.MU,2957cbc1-c881-30b1-bd3b-d372349f7108
CRARF,PNK,2012-01-17 14:30:00,-18000000,Crédit Agricole S.A.,1,EQUITY,CREDIT AGRICOLE SA,CRARF,America/New_York,EST,CRARF,57115fa3-dc62-3168-baf4-9e2f6684b93f
CSAB4F.SA,SAO,,-10800000,,1,EQUITY,SEG AL BAHIAPN,CSAB4F.SA,America/Sao_Paulo,BRT,CSAB4F.SA,
CSB,NGM,2015-07-29 13:30:00,-18000000,VictoryShares US Small Cap High Div Volatility Wtd ETF,1,ETF,VictoryShares US Small Cap High,CSB,America/New_York,EST,CSB,ebcd7060-79d9-358c-800e-6c717e740502
CTO.XA,CXA,,39600000,Citigold Corporation Limited,1,EQUITY,CITIGOLD FPO,CTO.XA,Australia/Sydney,AEDT,CTO.XA,05bb4fb8-0cbd-3ac0-9e3f-82b589ec1d8e
CTOGX,NAS,2019-07-31 13:30:00,-18000000,Calamos Timpani SMID Growth Fund Class R6,1,MUTUALFUND,Calamos Timpani SMID Growth Fun,CTOGX,America/New_York,EST,CTOGX,cfa6a75b-c35c-33ba-9854-70e0cb00fac8
CTOUF,PNK,2019-07-19 13:30:00,-18000000,Charter Hall Group,1,EQUITY,CHARTER HALL GROUP,CTOUF,America/New_York,EST,CTOUF,88c572b5-374e-3822-97cd-a83a4574febe
CTPCF,PNK,2010-06-09 13:30:00,-18000000,CITIC Limited,1,EQUITY,CITIC LIMITED,CTPCF,America/New_York,EST,CTPCF,957d2647-bdfc-3b3a-9a05-c56fe9f47819
CUGUX,NAS,2016-03-02 14:30:00,-18000000,Columbia Quality Income Fund,1,MUTUALFUND,Columbia Quality Income Fund Cl,CUGUX,America/New_York,EST,CUGUX,a2cdc17c-a6f6-3f1e-91a0-d14f5e500dfc
CVZ.DU,DUS,2020-02-03 07:00:00,3600000,,1,EQUITY,VERMILION ENERGY INC.,CVZ.DU,Europe/Berlin,CET,CVZ.DU,995e2ce6-1417-375f-81a9-2efca671f663
CW9.BE,BER,2000-09-12 06:00:00,3600000,,1,EQUITY,COMPUGEN LTD.,CW9.BE,Europe/Berlin,CET,CW9.BE,aa59dc54-f195-35b6-9d4b-007251c29499
CWMCX,NAS,2002-02-15 14:30:00,-18000000,American Funds Washington Mutual Investors Fund Class 529-C,1,MUTUALFUND,Washington Mutual Investors Fun,CWMCX,America/New_York,EST,CWMCX,f449cc8c-945c-3267-9685-3c76ae5d8ace
CXWK.F,FRA,,3600000,Gothaer Euro-Rent,1,ETF,GOTHAER EURO-RENT,CXWK.F,Europe/Berlin,CET,CXWK.F,0f45e71f-f7b7-3088-87a6-0da90c0c0c49
D2W8.F,FRA,2007-04-30 06:00:00,3600000,DWS Aktien Schweiz,1,ETF,DWS AKTIEN SCHWEIZ CHF LC,D2W8.F,Europe/Berlin,CET,D2W8.F,e18c82d0-a8e5-31a1-9010-8693541a66a3
D3H.BE,BER,2022-04-22 06:00:00,3600000,,1,EQUITY,"DISCOVERY LTD.  RC -,001",D3H.BE,Europe/Berlin,CET,D3H.BE,937419ca-ca01-3e1a-ad00-2b80e8dd7c19
D4G.DU,DUS,2021-11-23 07:00:00,3600000,,1,EQUITY,DATAMETREX AI LIMITED,D4G.DU,Europe/Berlin,CET,D4G.DU,faba2f0f-f02c-3f33-ada3-7b619a243b4a
